english_level,full_time,total_experience,company_type,region,title,programming_language,position,male,salary,year
5,1,6.0,Аутстафінгова,Харків,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
6,1,4.0,Стартап,Київ,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
6,1,5.0,Продуктова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4500.0,2020
4,1,6.0,Аутстафінгова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,3.0,Продуктова,Київ,Senior,,Designer,0,3000.0,2020
4,1,7.0,Аутсорсингова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,5.0,Аутсорсингова,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,2.0,Аутсорсингова,Суми,Junior,C#,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
6,1,7.0,Аутсорсингова,Київ,Team Lead,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,4500.0,2020
6,1,8.0,Аутсорсингова,Харків,Senior,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
4,1,10.0,Продуктова,Київ,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
4,1,6.0,Продуктова,Львів,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
6,1,2.0,Аутсорсингова,Київ,Senior,,"Analyst (Business, Data, System)",0,3350.0,2020
5,1,5.0,Аутсорсингова,Одеса,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,8.0,Продуктова,Львів,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,10.0,Аутсорсингова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4500.0,2020
5,1,10.0,Інша,Київ,Tech Lead,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,10.0,Аутсорсингова,Львів,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,7.0,Продуктова,Київ,Senior,,Designer,0,3000.0,2020
5,1,8.0,Аутсорсингова,Київ,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3000.0,2020
5,1,9.0,Аутсорсингова,Львів,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,10.0,Аутсорсингова,Одеса,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4500.0,2020
6,1,6.0,Аутстафінгова,Львів,Middle,,Technical writer,0,2600.0,2020
5,1,0.5,Аутсорсингова,Одеса,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
6,1,5.0,Продуктова,Київ,Head,,HR,1,2200.0,2020
4,1,0.5,Аутсорсингова,Львів,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
5,1,5.0,Аутсорсингова,Київ,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
6,1,6.0,Аутсорсингова,Харків,Team Lead,,"Analyst (Business, Data, System)",1,3350.0,2020
4,1,1.0,Стартап,Харків,Junior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,600.0,2020
5,1,10.0,Аутстафінгова,Київ,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
4,1,10.0,Аутсорсингова,Львів,Team Lead,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,7.0,Аутстафінгова,Київ,Team Lead,,"DevOps, SysAdmin",1,3050.0,2020
5,1,7.0,Аутстафінгова,Харків,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,7.0,Аутсорсингова,Київ,Middle,,"DevOps, SysAdmin",1,2800.0,2020
6,1,8.0,Продуктова,Харків,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,9.0,Аутсорсингова,Харків,Architect,Інше,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
6,1,8.0,Аутсорсингова,Київ,Tech Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
3,1,8.0,Аутсорсингова,Харків,Tech Lead,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,8.0,Аутсорсингова,Харків,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
3,1,4.0,Продуктова,Київ,Middle,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
6,1,8.0,Продуктова,Київ,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4500.0,2020
4,1,5.0,Аутсорсингова,Харків,Middle,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3000.0,2020
4,1,5.0,Аутстафінгова,Харків,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
3,1,1.0,Аутсорсингова,Харків,Junior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
4,1,0.5,Продуктова,Київ,Junior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,600.0,2020
6,1,7.0,Аутсорсингова,Львів,Senior,,"Analyst (Business, Data, System)",1,3300.0,2020
5,1,4.0,Аутсорсингова,Одеса,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4500.0,2020
6,1,4.0,Аутсорсингова,Львів,Senior,,"Analyst (Business, Data, System)",0,3300.0,2020
5,1,5.0,Продуктова,Київ,Middle,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2020
5,1,5.0,Продуктова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4275.0,2020
6,1,5.0,Аутстафінгова,Київ,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,4275.0,2020
4,1,1.0,Аутсорсингова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
5,1,5.0,Аутстафінгова,Чернігів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4275.0,2020
5,1,10.0,Аутстафінгова,Київ,Senior,Ruby,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4275.0,2020
4,1,1.0,Продуктова,Харків,Junior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
4,1,8.0,Аутсорсингова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4275.0,2020
4,1,5.0,Продуктова,Харків,Middle,,Security Specialist,1,4000.0,2020
5,1,8.0,Аутсорсингова,Харків,Team Lead,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4275.0,2020
6,1,10.0,Аутсорсингова,Львів,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4275.0,2020
4,1,3.0,Продуктова,Ужгород,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
6,1,10.0,Аутсорсингова,Львів,Team Lead,,"Marketing, SEO, Copywriter",0,1000.0,2020
6,1,7.0,Аутсорсингова,Вінниця,Architect,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4275.0,2020
5,1,8.0,Продуктова,Київ,Tech Lead,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4275.0,2020
6,1,4.0,Продуктова,Київ,Senior,,HR,1,2200.0,2020
5,1,10.0,Аутстафінгова,Київ,Tech Lead,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
6,1,7.0,Продуктова,Одеса,Senior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
5,1,4.0,Аутстафінгова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
5,1,7.0,Аутсорсингова,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
5,1,8.0,Аутстафінгова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
4,1,6.0,Продуктова,Київ,Team Lead,,HR,0,2080.0,2020
6,1,7.0,Аутсорсингова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
5,1,6.0,Продуктова,Київ,Senior,,Designer,1,3000.0,2020
5,1,5.0,Аутстафінгова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
5,1,5.0,Аутсорсингова,Ужгород,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3000.0,2020
6,1,9.0,Продуктова,Київ,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
6,1,3.0,Аутсорсингова,Київ,Middle,,Technical writer,0,2375.0,2020
5,1,9.0,Аутсорсингова,Харків,Tech Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
6,1,10.0,Продуктова,Київ,Tech Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,4250.0,2020
6,1,10.0,Аутсорсингова,Київ,Team Lead,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4500.0,2020
3,1,3.0,Продуктова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
5,1,4.0,Продуктова,Київ,Senior,,HR,0,2050.0,2020
3,1,0.5,Продуктова,Київ,Junior,Інше,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
5,1,10.0,Аутсорсингова,Львів,Tech Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
4,1,2.0,Аутсорсингова,Львів,Middle,,"Data Science, Machine Learning, Big Data",1,3100.0,2020
5,1,6.0,Стартап,Вінниця,Team Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
5,1,10.0,Аутсорсингова,Київ,Team Lead,SQL,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4250.0,2020
5,1,10.0,Продуктова,Київ,Senior,,"DevOps, SysAdmin",1,5500.0,2020
5,1,10.0,Аутстафінгова,Київ,Senior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4240.0,2020
6,1,7.0,Аутсорсингова,Львів,Middle,,Technical writer,0,2300.0,2020
4,1,9.0,Аутсорсингова,Київ,Team Lead,Інше,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4238.0,2020
6,1,7.0,Аутсорсингова,Київ,Senior,,"Analyst (Business, Data, System)",0,3300.0,2020
6,1,6.0,Продуктова,Київ,Middle,,"Marketing, SEO, Copywriter",1,1900.0,2020
5,1,7.0,Аутсорсингова,Львів,Tech Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4235.0,2020
3,1,10.0,Аутсорсингова,Львів,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,5.0,Аутсорсингова,Київ,Tech Lead,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
4,1,0.5,Аутсорсингова,Львів,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
2,1,3.0,Продуктова,Київ,Middle,,"Marketing, SEO, Copywriter",0,1000.0,2020
4,1,10.0,Продуктова,Київ,Senior,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
3,1,1.0,Продуктова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,600.0,2020
4,1,5.0,Продуктова,Київ,Senior,Scala,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,6.0,Аутстафінгова,Київ,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
6,1,3.0,Стартап,Кривий Ріг,Senior,,"Analyst (Business, Data, System)",1,3300.0,2020
5,1,5.0,Аутсорсингова,Одеса,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
4,1,2.0,Аутсорсингова,Дніпро,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,600.0,2020
5,1,7.0,Продуктова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,4.0,Аутсорсингова,Харків,Senior,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,5.0,Аутстафінгова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
6,1,10.0,Аутсорсингова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4500.0,2020
5,1,10.0,Аутсорсингова,Київ,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,4.0,Аутсорсингова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,5.0,Стартап,Київ,Middle,,HR,0,2040.0,2020
5,1,10.0,Аутсорсингова,Одеса,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
6,1,5.0,Продуктова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,4.0,Продуктова,Київ,Senior,,Designer,1,2900.0,2020
4,1,0.5,Продуктова,Київ,Junior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
5,1,4.0,Продуктова,Київ,Senior,,HR,0,2040.0,2020
4,1,10.0,Продуктова,Київ,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,4.0,Аутсорсингова,Київ,Middle,,Support,1,2000.0,2020
3,1,7.0,Продуктова,Київ,Senior,Objective-C,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,9.0,Аутсорсингова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,4200.0,2020
5,1,5.0,Аутсорсингова,Львів,Senior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
3,1,5.0,Продуктова,Київ,Senior,,HR,0,2000.0,2020
5,1,10.0,Аутсорсингова,Київ,Team Lead,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4500.0,2020
5,1,3.0,Продуктова,Київ,Middle,,Support,1,2000.0,2020
4,1,0.25,Аутсорсингова,Одеса,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,600.0,2020
4,1,1.0,Аутсорсингова,Черкаси,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,600.0,2020
5,1,5.0,Аутстафінгова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
4,1,10.0,Аутсорсингова,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
4,1,1.0,Продуктова,Харків,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2020
5,1,8.0,Аутсорсингова,Київ,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,10.0,Продуктова,Київ,Senior,,"DevOps, SysAdmin",1,4426.0,2020
5,1,9.0,Аутстафінгова,Одеса,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
4,1,6.0,Продуктова,Миколаїв,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
6,1,4.0,Продуктова,Харків,Senior,,"Data Science, Machine Learning, Big Data",1,3040.0,2020
4,1,1.0,Продуктова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,600.0,2020
5,1,10.0,Продуктова,Львів,Senior,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
6,1,4.0,Продуктова,Київ,Senior,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
6,1,10.0,Продуктова,Київ,Senior,SQL,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,5.0,Аутсорсингова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
5,1,10.0,Стартап,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
4,1,10.0,Аутсорсингова,Київ,Head,,HR,0,2000.0,2020
5,1,6.0,Аутстафінгова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2020
